skeptical_flag,script_path,domain,layer_bucket,csv_uc_id,final_uc_id,match_status,confidence,evidence_source,explicit_uc_hits,skeptical_note
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/coordinators/run_evidence_coordinator.py,hoc_spine,L4_COORDINATOR,UC-001,UC-001,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/coordinators/run_proof_coordinator.py,hoc_spine,L4_COORDINATOR,UC-001,UC-001,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/coordinators/signal_coordinator.py,hoc_spine,L4_COORDINATOR,UC-001,UC-001,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/coordinators/snapshot_scheduler.py,hoc_spine,L4_COORDINATOR,UC-027,UC-027,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/handlers/account_handler.py,hoc_spine,L4_HANDLER,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/handlers/agent_handler.py,hoc_spine,L4_HANDLER,UC-001,UC-001,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/handlers/analytics_config_handler.py,hoc_spine,L4_HANDLER,UC-024,UC-024,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/handlers/analytics_handler.py,hoc_spine,L4_HANDLER,UC-024,UC-024,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/handlers/analytics_metrics_handler.py,hoc_spine,L4_HANDLER,UC-024,UC-024,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/handlers/analytics_prediction_handler.py,hoc_spine,L4_HANDLER,UC-025,UC-025,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/handlers/analytics_sandbox_handler.py,hoc_spine,L4_HANDLER,UC-027,UC-027,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/handlers/analytics_snapshot_handler.py,hoc_spine,L4_HANDLER,UC-027,UC-027,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/handlers/analytics_validation_handler.py,hoc_spine,L4_HANDLER,UC-026,UC-026,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/handlers/api_keys_handler.py,hoc_spine,L4_HANDLER,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/handlers/integration_bootstrap_handler.py,hoc_spine,L4_HANDLER,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/handlers/integrations_handler.py,hoc_spine,L4_HANDLER,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/handlers/lifecycle_handler.py,hoc_spine,L4_HANDLER,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/handlers/logs_handler.py,hoc_spine,L4_HANDLER,UC-001,UC-001,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/handlers/mcp_handler.py,hoc_spine,L4_HANDLER,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/handlers/orphan_recovery_handler.py,hoc_spine,L4_HANDLER,UC-001,UC-001,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/handlers/overview_handler.py,hoc_spine,L4_HANDLER,UC-001,UC-001,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/handlers/policy_governance_handler.py,hoc_spine,L4_HANDLER,UC-001,UC-001,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/handlers/run_governance_handler.py,hoc_spine,L4_HANDLER,UC-001,UC-001,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/orchestrator/handlers/traces_handler.py,hoc_spine,L4_HANDLER,UC-001,UC-001,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/schemas/agent.py,hoc_spine,OTHER,UC-033,UC-033,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/schemas/anomaly_types.py,hoc_spine,OTHER,UC-033,UC-033,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/schemas/artifact.py,hoc_spine,OTHER,UC-033,UC-033,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/schemas/authority_decision.py,hoc_spine,OTHER,UC-033,UC-033,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/schemas/common.py,hoc_spine,OTHER,UC-033,UC-033,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/schemas/domain_enums.py,hoc_spine,OTHER,UC-033,UC-033,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/schemas/knowledge_plane_harness.py,hoc_spine,OTHER,UC-033,UC-033,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/schemas/lifecycle_harness.py,hoc_spine,OTHER,UC-033,UC-033,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/schemas/plan.py,hoc_spine,OTHER,UC-033,UC-033,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/schemas/protocols.py,hoc_spine,OTHER,UC-033,UC-033,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/schemas/rac_models.py,hoc_spine,OTHER,UC-033,UC-033,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/schemas/response.py,hoc_spine,OTHER,UC-033,UC-033,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/schemas/retry.py,hoc_spine,OTHER,UC-033,UC-033,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/schemas/run_introspection_protocols.py,hoc_spine,OTHER,UC-033,UC-033,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/schemas/skill.py,hoc_spine,OTHER,UC-033,UC-033,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/hoc_spine/schemas/threshold_types.py,hoc_spine,OTHER,UC-033,UC-033,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/incidents/L5_engines/export_engine.py,incidents,L5_ENGINE,UC-031,UC-031,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/incidents/L5_engines/hallucination_detector.py,incidents,L5_ENGINE,UC-030,UC-030,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/incidents/L5_engines/incident_read_engine.py,incidents,L5_ENGINE,UC-031,UC-031,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/incidents/L5_engines/incident_write_engine.py,incidents,L5_ENGINE,UC-031,UC-031,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/incidents/L5_engines/recurrence_analysis.py,incidents,L5_ENGINE,UC-031,UC-031,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/incidents/L6_drivers/export_bundle_driver.py,incidents,L6_DRIVER,UC-031,UC-031,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/incidents/L6_drivers/incident_read_driver.py,incidents,L6_DRIVER,UC-031,UC-031,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/incidents/L6_drivers/incident_run_read_driver.py,incidents,L6_DRIVER,UC-031,UC-031,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/incidents/L6_drivers/incident_write_driver.py,incidents,L6_DRIVER,UC-031,UC-031,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/incidents/L6_drivers/recurrence_analysis_driver.py,incidents,L6_DRIVER,UC-031,UC-031,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/integrations/L5_engines/connectors_facade.py,integrations,L5_ENGINE,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/integrations/L5_engines/cus_health_engine.py,integrations,L5_ENGINE,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/integrations/L5_engines/cus_integration_engine.py,integrations,L5_ENGINE,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/integrations/L5_engines/integrations_facade.py,integrations,L5_ENGINE,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/integrations/L6_drivers/bridges_driver.py,integrations,L6_DRIVER,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/integrations/L6_drivers/cus_health_driver.py,integrations,L6_DRIVER,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/integrations/L6_drivers/cus_integration_driver.py,integrations,L6_DRIVER,UC-002,UC-002,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/logs/L5_engines/certificate.py,logs,L5_ENGINE,UC-017,UC-017,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/logs/L5_engines/completeness_checker.py,logs,L5_ENGINE,UC-017,UC-017,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/logs/L5_engines/evidence_facade.py,logs,L5_ENGINE,UC-017,UC-017,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/logs/L5_engines/evidence_report.py,logs,L5_ENGINE,UC-017,UC-017,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/logs/L5_engines/logs_read_engine.py,logs,L5_ENGINE,UC-003,UC-003,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/logs/L5_engines/mapper.py,logs,L5_ENGINE,UC-017,UC-017,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/logs/L5_engines/pdf_renderer.py,logs,L5_ENGINE,UC-017,UC-017,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/logs/L5_engines/replay_determinism.py,logs,L5_ENGINE,UC-017,UC-017,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/logs/L5_engines/trace_mismatch_engine.py,logs,L5_ENGINE,UC-003,UC-003,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/logs/L5_schemas/determinism_types.py,logs,L5_SCHEMA,UC-017,UC-017,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/logs/L5_schemas/traces_models.py,logs,L5_SCHEMA,UC-003,UC-003,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/logs/L6_drivers/export_bundle_store.py,logs,L6_DRIVER,UC-017,UC-017,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/logs/L6_drivers/idempotency_driver.py,logs,L6_DRIVER,UC-003,UC-003,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/logs/L6_drivers/integrity_driver.py,logs,L6_DRIVER,UC-017,UC-017,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/logs/L6_drivers/replay_driver.py,logs,L6_DRIVER,UC-017,UC-017,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/logs/L6_drivers/trace_mismatch_driver.py,logs,L6_DRIVER,UC-003,UC-003,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/logs/adapters/customer_logs_adapter.py,logs,ADAPTER,UC-003,UC-003,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/overview/L5_engines/overview_facade.py,overview,L5_ENGINE,UC-001,UC-001,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/overview/L6_drivers/overview_facade_driver.py,overview,L6_DRIVER,UC-001,UC-001,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/policies/L5_engines/cus_enforcement_engine.py,policies,L5_ENGINE,UC-009,UC-009,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/policies/L5_engines/deterministic_engine.py,policies,L5_ENGINE,UC-018,UC-018,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/policies/L5_engines/engine.py,policies,L5_ENGINE,UC-009,UC-009,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/policies/L5_engines/lessons_engine.py,policies,L5_ENGINE,UC-023,UC-023,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/policies/L5_engines/policy_proposal_engine.py,policies,L5_ENGINE,UC-009,UC-009,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/policies/L5_engines/recovery_evaluation_engine.py,policies,L5_ENGINE,UC-029,UC-029,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/policies/L6_drivers/cus_enforcement_driver.py,policies,L6_DRIVER,UC-009,UC-009,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/policies/L6_drivers/policy_enforcement_driver.py,policies,L6_DRIVER,UC-009,UC-009,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/policies/L6_drivers/policy_enforcement_write_driver.py,policies,L6_DRIVER,UC-009,UC-009,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/policies/L6_drivers/policy_engine_driver.py,policies,L6_DRIVER,UC-009,UC-009,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/policies/L6_drivers/policy_proposal_read_driver.py,policies,L6_DRIVER,UC-019,UC-019,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/policies/L6_drivers/policy_proposal_write_driver.py,policies,L6_DRIVER,UC-019,UC-019,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/policies/L6_drivers/prevention_records_read_driver.py,policies,L6_DRIVER,UC-009,UC-009,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/policies/L6_drivers/recovery_matcher.py,policies,L6_DRIVER,UC-029,UC-029,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/policies/L6_drivers/recovery_read_driver.py,policies,L6_DRIVER,UC-029,UC-029,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
WEAK_EVIDENCE_CSV_ONLY,app/hoc/cus/policies/L6_drivers/recovery_write_driver.py,policies,L6_DRIVER,UC-029,UC-029,MATCHED_CANONICAL_FROM_CSV,MEDIUM,CSV_CANONICAL_ONLY,,Canonical assignment relies on CSV only; no explicit UC section anchor.
